timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%]
2026/07/19 10:16:49.278, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:16:49.482, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:16:49.683, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:16:49.884, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:16:50.088, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:16:50.290, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:16:50.491, 2055 MHz, 62, 12.95 W, 0 %, 0 %
2026/07/19 10:16:50.705, 2055 MHz, 62, 12.95 W, 0 %, 0 %
2026/07/19 10:16:50.920, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:51.133, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:51.334, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:51.548, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:51.763, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:51.967, 2055 MHz, 62, 12.97 W, 0 %, 0 %
2026/07/19 10:16:52.171, 2055 MHz, 62, 12.97 W, 0 %, 0 %
2026/07/19 10:16:52.376, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:53.031, 2055 MHz, 62, 10.60 W, 0 %, 0 %
2026/07/19 10:16:53.247, 2055 MHz, 62, 10.60 W, 0 %, 0 %
2026/07/19 10:16:53.453, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:54.071, 2055 MHz, 62, 10.40 W, 0 %, 0 %
2026/07/19 10:16:54.282, 2055 MHz, 62, 10.40 W, 0 %, 0 %
2026/07/19 10:16:54.495, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:16:54.704, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:16:54.918, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:16:55.126, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:16:55.327, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:16:55.532, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:16:55.734, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:16:55.938, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:16:56.153, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:16:56.754, 2055 MHz, 62, 12.08 W, 0 %, 0 %
2026/07/19 10:16:56.956, 2055 MHz, 62, 12.08 W, 0 %, 0 %
2026/07/19 10:16:57.163, 2055 MHz, 62, 13.94 W, 0 %, 0 %
2026/07/19 10:16:57.371, 2055 MHz, 62, 13.94 W, 0 %, 0 %
2026/07/19 10:16:57.573, 2055 MHz, 62, 13.94 W, 0 %, 0 %
2026/07/19 10:16:57.781, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:16:57.990, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:16:58.200, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:58.408, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:58.617, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:16:58.820, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:16:59.023, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:16:59.230, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:16:59.445, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:00.131, 2055 MHz, 62, 10.56 W, 0 %, 0 %
2026/07/19 10:17:00.332, 2055 MHz, 62, 10.56 W, 0 %, 0 %
2026/07/19 10:17:00.534, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:17:00.735, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:17:00.937, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:17:01.152, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:17:01.360, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:17:01.572, 2055 MHz, 62, 12.97 W, 0 %, 0 %
2026/07/19 10:17:01.785, 2055 MHz, 62, 12.97 W, 0 %, 0 %
2026/07/19 10:17:01.989, 2055 MHz, 62, 12.97 W, 0 %, 0 %
2026/07/19 10:17:02.193, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:17:02.403, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:17:02.614, 2055 MHz, 62, 14.30 W, 0 %, 0 %
2026/07/19 10:17:02.827, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:03.476, 2055 MHz, 62, 10.64 W, 0 %, 0 %
2026/07/19 10:17:03.690, 2055 MHz, 62, 10.64 W, 0 %, 0 %
2026/07/19 10:17:03.895, 2055 MHz, 62, 12.97 W, 0 %, 0 %
2026/07/19 10:17:04.102, 2055 MHz, 62, 12.97 W, 0 %, 0 %
2026/07/19 10:17:04.313, 2055 MHz, 62, 12.97 W, 0 %, 0 %
2026/07/19 10:17:04.522, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:17:04.733, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:17:04.941, 2055 MHz, 62, 12.95 W, 0 %, 0 %
2026/07/19 10:17:05.144, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:05.764, 2055 MHz, 62, 10.59 W, 0 %, 0 %
2026/07/19 10:17:05.972, 2055 MHz, 62, 10.59 W, 0 %, 0 %
2026/07/19 10:17:06.184, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:17:06.385, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:17:06.592, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:17:06.802, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:17:07.013, 2055 MHz, 62, 12.94 W, 0 %, 0 %
2026/07/19 10:17:07.228, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:17:07.429, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:17:07.639, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:17:07.852, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:17:08.061, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:17:08.262, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:17:08.467, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:17:08.672, 2055 MHz, 62, 12.98 W, 0 %, 0 %
2026/07/19 10:17:08.874, 2055 MHz, 62, 12.98 W, 0 %, 0 %
2026/07/19 10:17:09.075, 2055 MHz, 62, 12.98 W, 0 %, 0 %
2026/07/19 10:17:09.277, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:09.917, 2055 MHz, 62, 12.14 W, 0 %, 0 %
2026/07/19 10:17:10.129, 2055 MHz, 62, 12.14 W, 0 %, 0 %
2026/07/19 10:17:10.332, 2055 MHz, 62, 13.10 W, 0 %, 0 %
2026/07/19 10:17:10.540, 2055 MHz, 62, 13.10 W, 0 %, 0 %
2026/07/19 10:17:10.751, 2055 MHz, 62, 13.10 W, 0 %, 0 %
2026/07/19 10:17:10.965, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:11.608, 2055 MHz, 62, 11.85 W, 0 %, 0 %
2026/07/19 10:17:11.819, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:12.469, 2055 MHz, 62, 12.28 W, 0 %, 0 %
2026/07/19 10:17:12.673, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:13.324, 2055 MHz, 62, 10.70 W, 0 %, 0 %
2026/07/19 10:17:13.527, 2055 MHz, 62, 10.70 W, 0 %, 0 %
2026/07/19 10:17:13.731, 2055 MHz, 63, 12.97 W, 0 %, 0 %
2026/07/19 10:17:13.936, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:14.542, 2055 MHz, 62, 10.60 W, 0 %, 0 %
2026/07/19 10:17:14.753, 2055 MHz, 62, 10.60 W, 0 %, 0 %
2026/07/19 10:17:14.959, 2055 MHz, 63, 12.96 W, 0 %, 0 %
2026/07/19 10:17:15.162, 2055 MHz, 63, 12.96 W, 0 %, 0 %
2026/07/19 10:17:15.365, 2055 MHz, 63, 12.96 W, 0 %, 0 %
2026/07/19 10:17:15.568, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:17:15.769, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:17:15.971, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:17:16.185, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:17:16.392, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:17:16.602, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:17:16.807, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:17:17.010, 2055 MHz, 63, 13.44 W, 0 %, 0 %
2026/07/19 10:17:17.225, 2055 MHz, 63, 13.44 W, 0 %, 0 %
2026/07/19 10:17:17.432, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:18.012, 2055 MHz, 62, 10.51 W, 0 %, 0 %
2026/07/19 10:17:18.225, 2055 MHz, 62, 10.51 W, 0 %, 0 %
2026/07/19 10:17:18.432, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:17:18.635, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:17:18.839, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:17:19.040, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:19.247, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:19.453, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:17:19.662, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:17:19.867, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:17:20.068, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:17:20.281, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:20.929, 2055 MHz, 62, 10.66 W, 0 %, 0 %
2026/07/19 10:17:21.133, 2055 MHz, 62, 10.66 W, 0 %, 0 %
2026/07/19 10:17:21.341, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:21.544, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:21.748, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:21.951, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:17:22.164, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:17:22.366, 2055 MHz, 63, 13.23 W, 0 %, 0 %
2026/07/19 10:17:22.572, 2055 MHz, 63, 13.23 W, 0 %, 0 %
2026/07/19 10:17:22.775, 1380 MHz, 48, 15.28 W, 0 %, 0 %
2026/07/19 10:17:23.398, 2055 MHz, 62, 10.77 W, 0 %, 0 %
2026/07/19 10:17:23.607, 2055 MHz, 62, 10.77 W, 0 %, 0 %
2026/07/19 10:17:23.811, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:24.013, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:24.217, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:24.421, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:17:24.629, 2055 MHz, 63, 13.01 W, 0 %, 0 %
2026/07/19 10:17:24.831, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:17:25.044, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:17:25.247, 2055 MHz, 63, 13.14 W, 0 %, 0 %
2026/07/19 10:17:25.450, 2055 MHz, 63, 13.14 W, 0 %, 0 %
2026/07/19 10:17:25.650, 2055 MHz, 63, 13.14 W, 0 %, 0 %
2026/07/19 10:17:25.864, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:17:26.067, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:17:26.268, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:26.472, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:26.675, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:26.880, 2055 MHz, 63, 14.22 W, 0 %, 0 %
2026/07/19 10:17:27.084, 2055 MHz, 63, 14.22 W, 0 %, 0 %
2026/07/19 10:17:27.288, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:27.492, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:27.698, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:27.899, 2055 MHz, 63, 13.36 W, 0 %, 0 %
2026/07/19 10:17:28.101, 2055 MHz, 63, 13.36 W, 0 %, 0 %
2026/07/19 10:17:28.312, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:28.519, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:28.728, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:28.933, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:29.136, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:29.338, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:17:29.540, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:17:29.748, 2055 MHz, 63, 13.00 W, 0 %, 0 %
2026/07/19 10:17:29.950, 2055 MHz, 63, 13.00 W, 0 %, 0 %
2026/07/19 10:17:30.151, 2055 MHz, 63, 13.00 W, 0 %, 0 %
2026/07/19 10:17:30.352, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:30.563, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:30.767, 2055 MHz, 63, 12.96 W, 0 %, 0 %
2026/07/19 10:17:30.968, 2055 MHz, 63, 12.96 W, 0 %, 0 %
2026/07/19 10:17:31.170, 2055 MHz, 63, 12.96 W, 0 %, 0 %
2026/07/19 10:17:31.382, 2055 MHz, 63, 12.98 W, 0 %, 0 %
2026/07/19 10:17:31.582, 2055 MHz, 63, 12.98 W, 0 %, 0 %
2026/07/19 10:17:31.787, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:31.990, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:32.191, 2055 MHz, 63, 12.99 W, 0 %, 0 %
2026/07/19 10:17:32.400, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:17:32.602, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:17:32.816, 2055 MHz, 63, 13.21 W, 0 %, 0 %
2026/07/19 10:17:33.017, 2055 MHz, 63, 13.21 W, 0 %, 0 %
2026/07/19 10:17:33.231, 2055 MHz, 63, 13.21 W, 0 %, 0 %
2026/07/19 10:17:33.433, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:33.647, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:33.848, 2055 MHz, 63, 13.03 W, 0 %, 0 %
2026/07/19 10:17:34.049, 2055 MHz, 63, 13.03 W, 0 %, 0 %
2026/07/19 10:17:34.249, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:34.453, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:34.656, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:34.859, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:35.061, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:35.262, 285 MHz, 62, 4.74 W, 0 %, 0 %
2026/07/19 10:17:35.463, 285 MHz, 62, 4.74 W, 0 %, 0 %
2026/07/19 10:17:35.666, 285 MHz, 62, 4.74 W, 0 %, 0 %
2026/07/19 10:17:35.868, 210 MHz, 62, 3.67 W, 0 %, 0 %
2026/07/19 10:17:36.070, 210 MHz, 62, 3.67 W, 0 %, 0 %
2026/07/19 10:17:36.272, 210 MHz, 62, 3.60 W, 0 %, 0 %
2026/07/19 10:17:36.476, 210 MHz, 62, 3.60 W, 0 %, 0 %
2026/07/19 10:17:36.680, 210 MHz, 62, 3.60 W, 0 %, 0 %
2026/07/19 10:17:36.894, 210 MHz, 62, 3.63 W, 0 %, 0 %
2026/07/19 10:17:37.097, 210 MHz, 62, 3.63 W, 0 %, 0 %
2026/07/19 10:17:37.302, 210 MHz, 62, 3.63 W, 0 %, 0 %
2026/07/19 10:17:37.506, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:38.157, 2055 MHz, 62, 10.54 W, 0 %, 0 %
2026/07/19 10:17:38.358, 2055 MHz, 62, 10.54 W, 0 %, 0 %
2026/07/19 10:17:38.567, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:38.768, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:38.984, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:17:39.199, 2055 MHz, 63, 12.98 W, 0 %, 0 %
2026/07/19 10:17:39.400, 2055 MHz, 63, 12.98 W, 0 %, 0 %
2026/07/19 10:17:39.611, 2055 MHz, 63, 12.98 W, 0 %, 0 %
2026/07/19 10:17:39.820, 2055 MHz, 63, 12.98 W, 0 %, 0 %
2026/07/19 10:17:40.023, 2055 MHz, 63, 12.98 W, 0 %, 0 %
2026/07/19 10:17:40.225, 2055 MHz, 63, 13.26 W, 0 %, 0 %
2026/07/19 10:17:40.433, 2055 MHz, 63, 13.26 W, 0 %, 0 %
2026/07/19 10:17:40.642, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:40.846, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:41.048, 2055 MHz, 63, 13.00 W, 0 %, 0 %
2026/07/19 10:17:41.251, 2055 MHz, 63, 13.00 W, 0 %, 0 %
2026/07/19 10:17:41.451, 2055 MHz, 63, 13.00 W, 0 %, 0 %
2026/07/19 10:17:41.653, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:17:41.855, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:17:42.057, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:17:42.259, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:17:42.465, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:17:42.672, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:42.887, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:43.089, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:43.295, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:43.497, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:43.700, 2055 MHz, 63, 13.03 W, 0 %, 0 %
2026/07/19 10:17:43.905, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:44.548, 2055 MHz, 63, 14.38 W, 0 %, 0 %
2026/07/19 10:17:44.755, 2055 MHz, 63, 14.38 W, 0 %, 0 %
2026/07/19 10:17:44.958, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:17:45.162, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:17:45.365, 2055 MHz, 63, 13.13 W, 0 %, 0 %
2026/07/19 10:17:45.567, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:17:45.782, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:17:45.985, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:46.200, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:46.408, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:17:46.622, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:47.257, 2055 MHz, 63, 10.71 W, 0 %, 0 %
2026/07/19 10:17:47.464, 2055 MHz, 63, 10.71 W, 0 %, 0 %
2026/07/19 10:17:47.677, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:47.887, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:48.514, 2055 MHz, 63, 11.97 W, 0 %, 0 %
2026/07/19 10:17:48.726, 2055 MHz, 63, 11.97 W, 0 %, 0 %
2026/07/19 10:17:48.941, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:17:49.148, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:17:49.358, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:50.008, 2055 MHz, 63, 14.04 W, 0 %, 0 %
2026/07/19 10:17:50.210, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:50.873, 2055 MHz, 63, 12.32 W, 0 %, 0 %
2026/07/19 10:17:51.081, 2055 MHz, 63, 12.32 W, 0 %, 0 %
2026/07/19 10:17:51.281, 2055 MHz, 63, 13.08 W, 0 %, 0 %
2026/07/19 10:17:51.490, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:52.022, 2055 MHz, 63, 10.70 W, 0 %, 0 %
2026/07/19 10:17:52.236, 2055 MHz, 63, 10.70 W, 0 %, 0 %
2026/07/19 10:17:52.441, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:52.641, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:52.843, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:53.048, 2055 MHz, 63, 13.08 W, 0 %, 0 %
2026/07/19 10:17:53.250, 2055 MHz, 63, 13.08 W, 0 %, 0 %
2026/07/19 10:17:53.455, 2055 MHz, 63, 13.12 W, 0 %, 0 %
2026/07/19 10:17:53.659, 2055 MHz, 63, 13.12 W, 0 %, 0 %
2026/07/19 10:17:53.873, 2055 MHz, 63, 13.12 W, 0 %, 0 %
2026/07/19 10:17:54.075, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:54.287, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:54.489, 2055 MHz, 63, 14.12 W, 0 %, 0 %
2026/07/19 10:17:54.689, 2055 MHz, 63, 14.12 W, 0 %, 0 %
2026/07/19 10:17:54.901, 1380 MHz, 48, 15.22 W, 0 %, 0 %
2026/07/19 10:17:55.526, 2055 MHz, 63, 10.83 W, 0 %, 0 %
2026/07/19 10:17:55.731, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:56.388, 2055 MHz, 63, 10.66 W, 0 %, 0 %
2026/07/19 10:17:56.596, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:17:57.272, 2055 MHz, 63, 10.69 W, 0 %, 0 %
2026/07/19 10:17:57.479, 2055 MHz, 63, 10.69 W, 0 %, 0 %
2026/07/19 10:17:57.679, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:17:57.880, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:17:58.084, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:17:58.286, 2055 MHz, 63, 14.21 W, 0 %, 0 %
2026/07/19 10:17:58.498, 2055 MHz, 63, 14.21 W, 0 %, 0 %
2026/07/19 10:17:58.711, 2055 MHz, 63, 13.07 W, 0 %, 0 %
2026/07/19 10:17:58.913, 2055 MHz, 63, 13.07 W, 0 %, 0 %
2026/07/19 10:17:59.122, 2055 MHz, 63, 13.07 W, 0 %, 0 %
2026/07/19 10:17:59.336, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:17:59.537, 1380 MHz, 48, 15.28 W, 0 %, 0 %
2026/07/19 10:18:00.161, 2055 MHz, 63, 10.82 W, 0 %, 0 %
2026/07/19 10:18:00.363, 2055 MHz, 63, 10.82 W, 0 %, 0 %
2026/07/19 10:18:00.563, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:18:00.774, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:18:00.983, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:18:01.184, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:18:01.394, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:18:01.609, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:18:01.815, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:18:02.017, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:18:02.224, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:18:02.426, 2055 MHz, 63, 13.09 W, 0 %, 0 %
2026/07/19 10:18:02.639, 2055 MHz, 63, 13.26 W, 0 %, 0 %
2026/07/19 10:18:02.845, 2055 MHz, 63, 13.26 W, 0 %, 0 %
2026/07/19 10:18:03.053, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:18:03.255, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:18:03.461, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:18:03.662, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:18:03.876, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:18:04.085, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:18:04.726, 2055 MHz, 63, 10.59 W, 0 %, 0 %
2026/07/19 10:18:04.930, 2055 MHz, 63, 10.59 W, 0 %, 0 %
2026/07/19 10:18:05.132, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:18:05.347, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:18:05.552, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:18:05.765, 2055 MHz, 63, 13.37 W, 0 %, 0 %
2026/07/19 10:18:05.966, 2055 MHz, 63, 13.37 W, 0 %, 0 %
2026/07/19 10:18:06.175, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:18:06.378, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:18:06.587, 2055 MHz, 63, 13.10 W, 0 %, 0 %
2026/07/19 10:18:06.801, 2055 MHz, 63, 13.08 W, 0 %, 0 %
2026/07/19 10:18:07.006, 2055 MHz, 63, 13.08 W, 0 %, 0 %
