prompt_idx,pos,input_token,wall_ms,embed_gpu_ms,attention_gpu_ms,router_gpu_ms,experts_gpu_ms,final_gpu_ms,h2d_bytes,d2h_bytes,d2d_bytes,vram_used_bytes
0,144,921,183.195800,0.039800,20.925900,3.608300,156.875793,1.702000,0,3076,196608,5908201472
0,145,262,212.793000,0.031400,21.000700,3.588400,186.423904,1.694300,0,3076,196608,5908201472
0,146,6149,159.446800,0.056200,20.997200,3.553000,133.119995,1.674700,0,3076,196608,5908201472
0,147,284,244.934300,0.031000,21.171499,3.970900,218.004395,1.713300,0,3076,196608,5908201472
0,148,508,129.611700,0.052100,20.615499,3.600800,103.558800,1.742600,0,3076,196608,5908201472
0,149,87,233.141900,0.046200,20.971201,3.777900,206.541306,1.749300,0,3076,196608,5908201472
0,150,369,231.256300,0.052600,20.886600,3.587600,205.011307,1.672900,0,3076,196608,5908201472
0,151,856,224.273600,0.029600,20.853001,3.789400,197.870804,1.684400,0,3076,196608,5908201472
0,152,304,178.478300,0.036900,21.161200,3.799500,151.640900,1.793500,0,3076,196608,5908201472
0,153,2890,160.680500,0.037800,21.165300,3.982600,133.756393,1.693300,0,3076,196608,5908201472
0,154,421,173.285000,0.034500,21.184200,3.625400,146.733597,1.667100,0,3076,196608,5908201472
0,155,856,203.734700,0.032400,21.078800,3.578000,177.286697,1.712800,0,3076,196608,5908201472
0,156,621,182.805900,0.039300,20.976299,3.336200,156.693802,1.703900,0,3076,196608,5908201472
0,157,26045,171.979800,0.042800,21.112400,3.427400,145.669098,1.677900,0,3076,196608,5908201472
0,158,921,184.174400,0.033000,21.311600,3.918000,157.180099,1.683000,0,3076,196608,5908201472
0,159,262,207.927300,0.032700,21.278799,3.781000,181.095795,1.688400,0,3076,196608,5908201472
0,160,1290,187.051900,0.049900,21.078300,3.645000,160.538193,1.690900,0,3076,196608,5908201472
0,161,284,258.534200,0.033000,21.068199,3.748500,231.901993,1.728300,0,3076,196608,5908201472
0,162,508,225.756500,0.078400,20.785900,3.412100,199.756393,1.675700,0,3076,196608,5908201472
0,163,87,185.053900,0.036100,21.038099,3.428700,158.774307,1.732400,0,3076,196608,5908201472
0,164,369,296.931400,0.054300,20.797701,3.400600,270.926086,1.703900,0,3076,196608,5908201472
0,165,856,167.747700,0.028100,20.891100,3.376900,141.740601,1.669400,0,3076,196608,5908201472
0,166,304,141.441100,0.030800,21.017401,3.600300,115.084396,1.668700,0,3076,196608,5908201472
0,167,2890,140.610900,0.027600,20.922600,3.655600,114.257103,1.696200,0,3076,196608,5908201472
0,168,421,167.015500,0.077200,21.338200,3.883000,139.989502,1.676600,0,3076,196608,5908201472
0,169,856,176.781000,0.032400,21.052900,3.533900,150.365707,1.744700,0,3076,196608,5908201472
0,170,861,205.029800,0.051600,21.441099,4.524800,177.258804,1.694100,0,3076,196608,5908201472
0,171,26045,203.416900,0.112400,21.705000,4.495500,175.367294,1.682100,0,3076,196608,5908201472
0,172,921,260.305400,0.038700,21.767599,4.299700,232.369095,1.733800,0,3076,196608,5908201472
0,173,262,148.225000,0.138500,21.596001,4.549500,120.135498,1.728000,0,3076,196608,5908201472
0,174,470,163.660200,0.057400,21.510300,4.273600,136.060593,1.691700,0,3076,196608,5908201472
